"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
1;;;"Krzysztof Jan ROZTOCZYŃSKI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"politolog";"Biała";"020902";"gm. Chojnów";"członek partii politycznej: Polska Jest Jedna";"";;;;
1;;;"Józef RYPIŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"emeryt";"Jelenia Góra";"026101";"m. Jelenia Góra";"członek partii politycznej: Suwerenna Polska";"";;;;
1;;;"Agata Krystyna SAJDYK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"technik administracji";"Gawrony";"021103";"gm. Rudna";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
1;;;"Tadeusz SAMBORSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"emeryt";"Rogów Legnicki";"020907";"gm. Prochowice";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
1;;;"Edyta Urszula SIEMASZKO";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"psycholog";"Przemków";"021605";"gm. Przemków";"członek partii politycznej: Nowa Nadzieja";"";;;;
1;;;"Arkadiusz SIKORA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"ekonomista";"Oleśnica";"021401";"m. Oleśnica";"członek partii politycznej: Nowa Lewica";"";;;;
1;;;"Konrad Jerzy SIKORA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"prawnik";"Jelenia Góra";"026101";"m. Jelenia Góra";"członek partii politycznej: Nowoczesna";"";;;;
1;;;"Małgorzata Karolina SIKORA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczycielka";"Lubiechowa";"022604";"gm. Świerzawa";"nie należy do partii politycznej";"";;;;
1;;;"Jolanta Ewa SKAWIŃSKA-KOSTKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"agent ubezpieczeniowy";"Stara Kraśnica";"022604";"gm. Świerzawa";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
1;;;"Wojciech Bartłomiej SMOLIŃSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"prawnik";"Wrocław";"026401";"m. Wrocław";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
1;;;"Przemysław Jerzy SOBCZYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Lisowice";"020907";"gm. Prochowice";"członek partii politycznej: Nowa Nadzieja";"";;;;
1;;;"Ewa Izabella SOLARZ";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"nauczycielka";"Kowary";"020602";"m. Kowary";"członek partii politycznej: Polska Jest Jedna";"";;;;
1;;;"Anna Monika SOLECKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"pracownik socjalny";"Lubań";"021001";"m. Lubań";"nie należy do partii politycznej";"";;;;
1;;;"Sebastian Jacek SPRYSAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"inżynier elektryk";"Legnica";"026201";"m. Legnica";"członek partii politycznej: Ruch Narodowy";"";;;;
1;;;"Arkadiusz Andrzej SPYCHAŁA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"operator urządzeń sterowanych numerycznie";"Polkowice";"021604";"gm. Polkowice";"członek partii politycznej: Polska Jest Jedna";"";;;;
1;;;"Jerzy Grzegorz STACHYRA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"przedsiębiorca";"Bogatynia";"022503";"gm. Bogatynia";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
1;;;"Marek Mirosław STAROŃ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"redaktor serwisu internetowego";"Polkowice";"021604";"gm. Polkowice";"nie należy do partii politycznej";"";;;;
1;;;"Tomasz Oskar STRYKOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"przedsiębiorca";"Łagów";"022507";"gm. Zgorzelec";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
1;;;"Krzysztof Witold STRYNKOWSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"specjalista ochrony środowiska";"Legnickie Pole";"020905";"gm. Legnickie Pole";"nie należy do partii politycznej";"";;;;
1;;;"Sebastian STYCHARZ";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"nauczyciel";"Olszyna";"021005";"gm. Olszyna";"członek partii politycznej: Nowa Lewica";"";;;;
1;;;"Jacek Paweł SUBOCZEWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel";"Jelenia Góra";"026101";"m. Jelenia Góra";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
1;;;"Alina Ewa SUDOŁ-KORNALEWICZ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"leśnik";"Piechowice";"020603";"m. Piechowice";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
1;;;"Mariola SZCZĘSNA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"przedstawiciel władzy samorządowej";"Mojesz";"021203";"gm. Lwówek Śląski";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
1;;;"Alicja SZKLARSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"emeryt";"Jelenia Góra";"026101";"m. Jelenia Góra";"nie należy do partii politycznej";"";;;;
1;;;"Tomasz SZOPIŃSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Legnica";"026201";"m. Legnica";"członek partii politycznej: Nowa Nadzieja";"";;;;
1;;;"Ewa Zofia SZYMAŃSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"parlamentarzysta";"Legnica";"026201";"m. Legnica";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
1;;;"Krzysztof Piotr SŁUGOCKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"konstruktor prototypów wiązek elektrycznych";"Jelenia Góra";"026101";"m. Jelenia Góra";"członek partii politycznej: Konfederacja Korony Polskiej";"";;;;
1;;;"Edyta TECLAF-ZAWADZKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"pośrednik w obrocie nieruchomości";"Mrzeżyno";"320508";"gm. Trzebiatów";"nie należy do partii politycznej";"";;;;
1;;;"Sonia Krystyna TURZYNIECKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"emeryt";"Bolesławiec";"020101";"m. Bolesławiec";"nie należy do partii politycznej";"";;;;
1;;;"Aleksandra WACH";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"specjalista administracji publicznej";"Legnica";"026201";"m. Legnica";"nie należy do partii politycznej";"";;;;
1;;;"Tomasz WACH";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"adwokat";"Wrocław";"026401";"m. Wrocław";"członek partii politycznej: Nowa Nadzieja";"";;;;
1;;;"Krzysztof Kazimierz WAGEL";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"agent ubezpieczeniowy";"Złotoryja";"022602";"m. Złotoryja";"członek partii politycznej: Polska Jest Jedna";"";;;;
1;;;"Aleksandra WIECZYŃSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"kelnerka";"Bogatynia";"022503";"gm. Bogatynia";"członek partii politycznej: Nowa Nadzieja";"";;;;
1;;;"Pola Anastazja WIKTORSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"społeczny kurator sądowy";"Bolesławiec";"020101";"m. Bolesławiec";"członek partii politycznej: Ruch Narodowy";"";;;;
1;;;"Joanna WILCZYŃSKA-DOLIBA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"kierownik biura";"Wesołówka";"021007";"gm. Siekierczyn";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
1;;;"Marta Kamila WISŁOCKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"przedstawiciel władzy samorządowej - radna";"Legnica";"026201";"m. Legnica";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
1;;;"Elżbieta Barbara WITEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"nauczyciel";"Jawor";"020501";"m. Jawor";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
1;;;"Krzysztof Andrzej WIŚNIEWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"fizjoterapeuta";"Miłków";"020608";"gm. Podgórzyn";"nie należy do partii politycznej";"";;;;
1;;;"Adriana Stefania WOJDAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"specjalista administracji publicznej";"Bielawa Dolna";"022504";"gm. Pieńsk";"nie należy do partii politycznej";"";;;;
1;;;"Jan WOJTOWICZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"wyższy urzędnik samorządowy";"Biedrzychowa";"021604";"gm. Polkowice";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
1;;;"Krystian Adam WÓJCIK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Legnica";"026201";"m. Legnica";"członek partii politycznej: Nowa Nadzieja";"";;;;
1;;;"Dorota Elżbieta WĘGRZYN";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"technik technologii odzieży";"Grębocice";"021603";"gm. Grębocice";"członek partii politycznej: Nowa Nadzieja";"";;;;
1;;;"Wojciech ZARĘBA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"księgowy";"Lubań";"021001";"m. Lubań";"członek partii politycznej: Nowa Nadzieja";"";;;;
1;;;"Teresa ZEMBIK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"nauczyciel";"Lubań";"021001";"m. Lubań";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
1;;;"Izabela ZOBEL";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"emerytka";"Jelenia Góra";"026101";"m. Jelenia Góra";"nie należy do partii politycznej";"";;;;
1;;;"Wojciech Michał ZUBOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"parlamentarzysta";"Głogów";"020301";"m. Głogów";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
1;;;"Bartosz ŁASICA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"rolnik";"Nawojów Łużycki";"021004";"gm. Lubań";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
1;;;"Kornel Tadeusz ŚLUSARZ";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"logistyk";"Krzeszów";"020702";"gm. Kamienna Góra";"członek partii politycznej: Lewica Razem";"";;;;
1;;;"Wiesław Wiktor ŚWIERCZYŃSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"inżynier inżynierii środowiska - gospodarka wodna i hydrologia";"Leszczyna";"022606";"gm. Złotoryja";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
1;;;"Stanisław Adam ŻUK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"emeryt";"Zawidów";"022501";"m. Zawidów";"nie należy do partii politycznej";"";;;;
2;;;"Aleksander Bronisław ACEDAŃSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Szczawno-Zdrój";"022103";"m. Szczawno-Zdrój";"członek partii politycznej: Nowa Nadzieja";"";;;;
2;;;"Maciej Adam BADORA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"adwokat";"Wałbrzych";"026501";"m. Wałbrzych";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
2;;;"Zygmunt Franciszek BALANT";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"rolnik";"Gogołów";"021907";"gm. Świdnica";"nie należy do partii politycznej";"";;;;
2;;;"Sylwia Alina BIELAWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczycielka";"Wałbrzych";"026501";"m. Wałbrzych";"nie należy do partii politycznej";"";;;;
2;;;"Zuzanna BIELAWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"urzędnik";"Piława Górna";"020204";"m. Piława Górna";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
2;;;"Kamila Natalia BOROWSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"pracownik biurowy";"Stronie Śląskie";"020813";"gm. Stronie Śląskie";"nie należy do partii politycznej";"";;;;
2;;;"Marek Jan CHMIELEWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"technolog żywności";"Piława Dolna";"020205";"gm. Dzierżoniów";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
2;;;"Paweł CHMIELEWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"konsultant podatkowy";"Wrocław";"026401";"m. Wrocław";"członek partii politycznej: Konfederacja Korony Polskiej";"";;;;
2;;;"Szymon Piotr CHOJNOWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"urzędnik samorządowy";"Świdnica";"021901";"m. Świdnica";"nie należy do partii politycznej";"";;;;
2;;;"Łukasz Stanisław CISOŃ";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"przedstawiciel handlowy";"Świebodzice";"021902";"m. Świebodzice";"członek partii politycznej: Nowa Lewica";"";;;;
2;;;"Robert Aleksy CZAJKOWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"doradca podatkowy";"Bielawa";"020201";"m. Bielawa";"członek partii politycznej: Nowa Lewica";"";;;;
2;;;"Damian Marcin DANIELAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"teleinformatyk";"Wałbrzych";"026501";"m. Wałbrzych";"członek partii politycznej: Nowa Nadzieja";"";;;;
2;;;"Jerzy Grzegorz DEC";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"nauczyciel";"Bożków";"020811";"gm. Nowa Ruda";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
2;;;"Adam Paweł DOMAGAŁA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel fizyki";"Bielawa";"020201";"m. Bielawa";"nie należy do partii politycznej";"popierany przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
2;;;"Michał Paweł DWORCZYK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"historyk";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
2;;;"Barbara DYBAŁA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"rolnik";"Kłaczyna";"021903";"gm. Dobromierz";"nie należy do partii politycznej";"";;;;
2;;;"Marek DYDUCH";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"prawnik";"Kamieniec Wrocławski";"022301";"gm. Czernica";"członek partii politycznej: Nowa Lewica";"";;;;
2;;;"Elżbieta Julia DZIEWA-DAŇA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"przewodnik turystyczny";"Złoty Stok";"022407";"gm. Złoty Stok";"nie należy do partii politycznej";"";;;;
2;;;"Marek Lech DŁUBAŁA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"audytor/kontroler";"Szklary Górne";"021102";"gm. Lubin";"nie należy do partii politycznej";"";;;;
2;;;"Marcin Roman FIBICH";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"ekonomista";"Polanica-Zdrój";"020805";"m. Polanica-Zdrój";"nie należy do partii politycznej";"";;;;
2;;;"Artur Mariusz GAZDA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"przedsiębiorca";"Wolany";"020814";"gm. Szczytna";"członek partii politycznej: Nowa Lewica";"";;;;
2;;;"Julian Kazimierz GOLAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"drukarz";"Nowa Ruda";"020804";"m. Nowa Ruda";"nie należy do partii politycznej";"";;;;
2;;;"Damian Rafał GOMÓŁKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Dzierżoniów";"020202";"m. Dzierżoniów";"członek partii politycznej: Nowa Nadzieja";"";;;;
2;;;"Krzysztof Tadeusz GOŁOSZ";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"technik budowy maszyn";"Wałbrzych";"026501";"m. Wałbrzych";"członek partii politycznej: Nowa Lewica";"";;;;
2;;;"Jacek GRZEBIELUCH";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"lekarz medycyny";"Bielawa";"020201";"m. Bielawa";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
2;;;"Marcin Piotr GWÓŹDŹ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"inżynier";"Ząbkowice Śląskie";"022405";"gm. Ząbkowice Śląskie";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
2;;;"Maria GÓRNIAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"lekarz";"Stronie Śląskie";"020813";"gm. Stronie Śląskie";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
2;;;"Justyna GĄSIOR";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczycielka";"Jugowa";"021903";"gm. Dobromierz";"nie należy do partii politycznej";"";;;;
2;;;"Jacek Julian IWANCZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"nauczyciel";"Świdnica";"021901";"m. Świdnica";"członek partii politycznej: Nowoczesna";"";;;;
2;;;"Robert Aleksander JAGŁA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"manager";"Wierzbna";"021908";"gm. Żarów";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
2;;;"Adam Marian JAŚNIKOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"przedsiębiorca";"Bystrzyca Kłodzka";"020806";"gm. Bystrzyca Kłodzka";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
2;;;"Stanisław JURCEWICZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier telekomunikacji";"Piława Górna";"020204";"m. Piława Górna";"nie należy do partii politycznej";"popierany przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
2;;;"Diana Teresa KACZYŃSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"przedsiębiorca";"Dzierżoniów";"020202";"m. Dzierżoniów";"nie należy do partii politycznej";"";;;;
2;;;"Hanna Karolina KIEC-GAWRONIAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"muzykolog";"Zdzieszowice";"160505";"gm. Zdzieszowice";"nie należy do partii politycznej";"";;;;
2;;;"Łukasz Janusz KONCEWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"archiwista";"Ratowice";"022301";"gm. Czernica";"nie należy do partii politycznej";"";;;;
2;;;"Dariusz Julian KOŁDON";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"ekonomista";"Grzmiąca";"022105";"gm. Głuszyca";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
2;;;"Piotr KRACZKOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"przedsiębiorca";"Wałbrzych";"026501";"m. Wałbrzych";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
2;;;"Paweł KRUPA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"specjalista ochrony środowiska";"Nowa Ruda";"020804";"m. Nowa Ruda";"członek partii politycznej: Lewica Razem";"";;;;
2;;;"Ewa KRZECZKOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczycielka-pedagog";"Świdnica";"021901";"m. Świdnica";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
2;;;"Marek Zdzisław KUBALA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"przedsiębiorca";"Wałbrzych";"026501";"m. Wałbrzych";"nie należy do partii politycznej";"";;;;
2;;;"Bartłomiej Piotr KUBICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"wyższy urzędnik samorządowy";"Wrocław";"026401";"m. Wrocław";"nie należy do partii politycznej";"";;;;
2;;;"Kornelia Helena KUDAS";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"przedsiębiorca";"Tarnów";"022405";"gm. Ząbkowice Śląskie";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
2;;;"Dawid KUSIBAB";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"pracownik biurowy";"Leśna";"021003";"gm. Leśna";"nie należy do partii politycznej";"";;;;
2;;;"Bartosz Robert KWIATKOWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"przedsiębiorca";"Jaworzyna Śląska";"021904";"gm. Jaworzyna Śląska";"członek partii politycznej: Nowa Nadzieja";"";;;;
2;;;"Kornelia Joanna LECH";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"pedagog";"Świdnica";"021901";"m. Świdnica";"członek partii politycznej: Nowa Lewica";"";;;;
2;;;"Danuta LEHEŃKA-DAS";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"przedsiębiorca";"Kłodzko";"020802";"m. Kłodzko";"członek partii politycznej: Nowa Nadzieja";"";;;;
2;;;"Aleksandra Maria LEO";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"prawnik";"Warszawa";"146510";"Śródmieście";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
2;;;"Krzysztof Marek LEWANDOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"socjolog";"Świdnica";"021901";"m. Świdnica";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
2;;;"Maria LUDKOWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"technik hotelarstwa";"Marcinowice";"021905";"gm. Marcinowice";"nie należy do partii politycznej";"";;;;
2;;;"Grzegorz MACKO";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"ekonomista";"Szczawno-Zdrój";"022103";"m. Szczawno-Zdrój";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
2;;;"Klaudia Katarzyna MARKISZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"inżynier budownictwa - budownictwo ogólne";"Szalejów Dolny";"020807";"gm. Kłodzko";"nie należy do partii politycznej";"";;;;
2;;;"Paweł Mariusz MAZUR";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"rolnik";"Zagórze Śląskie";"022108";"gm. Walim";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
