"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
32;;;"Agnieszka Krystyna PILAREK-JAGODZIŃSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"doktor nauk prawnych";"Bobrowniki";"240104";"gm. Bobrowniki";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
32;;;"Zbigniew Józef PIĄTEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"członek zarządu";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
32;;;"Grzegorz Adam PIŁKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"dyrektor samorządowej instytucji kultury";"Rokitno Szlacheckie";"241605";"gm. Łazy";"nie należy do partii politycznej";"";;;;
32;;;"Piotr Jan PODSIADŁO";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inżynier";"Będzin";"240101";"m. Będzin";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
32;;;"Maciej Tomasz POGAN";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"geodeta";"Siewierz";"240107";"gm. Siewierz";"nie należy do partii politycznej";"";;;;
32;;;"Jerzy Paweł RESZKE";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"inżynier technolog";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
32;;;"Grzegorz Piotr RUDNICKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"elektornik";"Sosnowiec";"247501";"m. Sosnowiec";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
32;;;"Agnieszka Krzysztofa RUSEK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"handlowiec";"Zawiercie";"241602";"m. Zawiercie";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
32;;;"Wojciech Paweł SAŁUGA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"poseł na sejm";"Jaworzno";"246801";"m. Jaworzno";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
32;;;"Michał Szymon SIEMASZKO";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"kierownik projektu";"Lubin";"021101";"m. Lubin";"nie należy do partii politycznej";"";;;;
32;;;"Waldemar SIKORA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"mechanik maszyn przemysłowych";"Będzin";"240101";"m. Będzin";"nie należy do partii politycznej";"";;;;
32;;;"Maksym Mirosław SKOWRON";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"kierowca samochodu dostawczego";"Czeladź";"240102";"m. Czeladź";"nie należy do partii politycznej";"";;;;
32;;;"Bartosz Tomasz SMÓŁKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"radca prawny";"Będzin";"240101";"m. Będzin";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
32;;;"Tadeusz SOKOŁOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"emeryt";"Sosnowiec";"247501";"m. Sosnowiec";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
32;;;"Katarzyna Karolina STACHOWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"menager";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
32;;;"Dariusz Karol STARZYCKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"menadżer";"Jaworzno";"246801";"m. Jaworzno";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
32;;;"Olga Zofia STOLORZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"pielęgniarka";"Zawiercie";"241602";"m. Zawiercie";"członek partii politycznej: Ruch Narodowy";"";;;;
32;;;"Ewa Marzena SZOTA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"prawnik";"Sosnowiec";"247501";"m. Sosnowiec";"nie należy do partii politycznej";"";;;;
32;;;"Sylwester Waldemar SZWANKOWSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"monter reklam";"Czeladź";"240102";"m. Czeladź";"nie należy do partii politycznej";"";;;;
32;;;"Ewa Irena TRAWCZYŃSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"lekarz weterynarii";"Sławków";"240108";"m. Sławków";"nie należy do partii politycznej";"";;;;
32;;;"Przemysław Grzegorz TREPKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"logistyk";"Zawiercie";"241602";"m. Zawiercie";"nie należy do partii politycznej";"";;;;
32;;;"Aneta Magdalena TUREK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"pracownik biurowy";"Będzin";"240101";"m. Będzin";"nie należy do partii politycznej";"";;;;
32;;;"Dorota Agnieszka WALCZYK-MADEJ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"administrator nieruchomości";"Zawiercie";"241602";"m. Zawiercie";"członek partii politycznej: Nowa Lewica";"";;;;
32;;;"Robert Piotr WARWAS";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"politolog";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
32;;;"Grażyna Danuta WELON";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"emeryt";"Sosnowiec";"247501";"m. Sosnowiec";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
32;;;"Kamil Wiesław WNUK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"politolog";"Sosnowiec";"247501";"m. Sosnowiec";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
32;;;"Mateusz Roman WRONA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"pracownik samorządowy";"Jaworzno";"246801";"m. Jaworzno";"członek partii politycznej: Nowa Lewica";"";;;;
32;;;"Paulina Kinga WYDMAŃSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"technik handlowiec";"Będzin";"240101";"m. Będzin";"nie należy do partii politycznej";"";;;;
32;;;"Teresa WĄSOWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"emeryt";"Czeladź";"240102";"m. Czeladź";"nie należy do partii politycznej";"";;;;
32;;;"Marek Romuald WĘGRZYNOWICZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"mgr prawa";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
32;;;"Monika Barbara WŁOCH";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"własna działalność gospodarcza";"Jaworzno";"246801";"m. Jaworzno";"nie należy do partii politycznej";"";;;;
32;;;"Magda Ala WŁODARCZYK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"agent ubezpieczeniowy";"Będzin";"240101";"m. Będzin";"nie należy do partii politycznej";"";;;;
32;;;"Anna Krystyna ZAKRZEWSKA-ZAMORA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczyciel, kierownik urzędu stanu cywilnego";"Wojkowice";"240103";"m. Wojkowice";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
32;;;"Marta ZENTKOWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"ekonomistka";"Dąbrowa Górnicza";"246501";"m. Dąbrowa Górnicza";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
32;;;"Damian Edward ZIMA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"technik informatyk";"Lubin";"021101";"m. Lubin";"nie należy do partii politycznej";"";;;;
32;;;"Patrycja Natalia ZIÓŁKOWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"specjalista do spraw sprzedaży";"Sosnowiec";"247501";"m. Sosnowiec";"nie należy do partii politycznej";"";;;;
32;;;"Czesław Marek ŻELICHOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"menedżer";"Jaworzno";"246801";"m. Jaworzno";"nie należy do partii politycznej";"popierany przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
32;;;"Anna Jolanta ŻOŁĘDZKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"pracownik jednostki pomocy społecznej";"Sosnowiec";"247501";"m. Sosnowiec";"nie należy do partii politycznej";"";;;;
33;;;"Grażyna Magdalena ADYDAN";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel";"Kielce";"266101";"m. Kielce";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
33;;;"Aleksander Wiktor ANDZELA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"student";"Ostrowiec Świętokrzyski";"260701";"m. Ostrowiec Świętokrzyski";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
33;;;"Alina Maria ANIOŁ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"salowa";"Wilczyce";"260908";"gm. Wilczyce";"nie należy do partii politycznej";"";;;;
33;;;"Paweł Robert ARABASZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"rencista";"Piekoszów";"260414";"gm. Piekoszów";"członek partii politycznej: Konfederacja Korony Polskiej";"";;;;
33;;;"Adam Jarosław ARENDARSKI";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"zarządzający przedsiębiorstwem";"Kielce";"266101";"m. Kielce";"nie należy do partii politycznej";"";;;;
33;;;"Elżbieta BAJOR";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"sekretarka";"Baszowice";"260413";"gm. Nowa Słupia";"nie należy do partii politycznej";"";;;;
33;;;"Grzegorz BARBURSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"dróżnik przejazdowy";"Zajączków";"260414";"gm. Piekoszów";"członek partii politycznej: Konfederacja Korony Polskiej";"";;;;
33;;;"Aleksandra Sara BARTYZEL";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"geodeta";"Marchocice";"261305";"gm. Secemin";"nie należy do partii politycznej";"";;;;
33;;;"Ewa Kazimiera BEDNARSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel";"Ostrowiec Świętokrzyski";"260701";"m. Ostrowiec Świętokrzyski";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
33;;;"Marek BERNACKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"inżynier elektryk";"Skarżysko-Kamienna";"261001";"m. Skarżysko-Kamienna";"nie należy do partii politycznej";"";;;;
33;;;"Kinga BIEROŃSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"ekonomista";"Ignacówka";"260202";"gm. Jędrzejów";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
33;;;"Krzysztof Maciej BIESAGA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"inżynier elektroenergetyk";"Minostowice";"260404";"gm. Chmielnik";"nie należy do partii politycznej";"";;;;
33;;;"Ewelina Janina BIEŃ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"politolog";"Zielonka";"260602";"gm. Iwaniska";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
33;;;"Marta Maria BIEŃKOWSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"radca prawny";"Kielce";"266101";"m. Kielce";"członek partii politycznej: Polska Jest Jedna";"";;;;
33;;;"Renata BILSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"nauczyciel";"Skarżysko-Kamienna";"261001";"m. Skarżysko-Kamienna";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
33;;;"Agata BINKOWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"urzędnik samorządowy";"Radoszyce";"260504";"gm. Radoszyce";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
33;;;"Agnieszka Sabina BISKUPSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"psycholog";"Kielce";"266101";"m. Kielce";"nie należy do partii politycznej";"";;;;
33;;;"Katarzyna BIŃCZAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"pielęgniarka";"Opatów";"260604";"gm. Opatów";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
33;;;"Edyta Ewa BOLĘBA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"sprzedawca";"Starachowice";"261101";"m. Starachowice";"nie należy do partii politycznej";"";;;;
33;;;"Nadia Aleksandra BRELAK";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"zarządzający przedsiębiorstwem";"Kielce";"266101";"m. Kielce";"nie należy do partii politycznej";"";;;;
33;;;"Lilla BROŻYNA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"pielęgniarka";"Stąporków";"260508";"gm. Stąporków";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
33;;;"Józef BRYK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"przedsiębiorca";"Staszów";"261207";"gm. Staszów";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
33;;;"Wojciech Mariusz BUGAJ";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"ekonomista";"Ciszyca Dolna";"260607";"gm. Tarłów";"członek partii politycznej: Nowa Lewica";"";;;;
33;;;"Andrzej Jan BYDŁOSZ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"inżynier mechanik";"Busko-Zdrój";"260101";"gm. Busko-Zdrój";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
33;;;"Żaneta Maria BĄCZEK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"księgowa";"Kielce";"266101";"m. Kielce";"członek partii politycznej: Nowa Lewica";"";;;;
33;;;"Arkadiusz BĄK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"menedżer";"Ostrowiec Świętokrzyski";"260701";"m. Ostrowiec Świętokrzyski";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
33;;;"Patrycja Karolina BĘBEN";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"informatyk";"Jędrzejów";"260202";"gm. Jędrzejów";"nie należy do partii politycznej";"";;;;
33;;;"Sławomir Jan CELEBAŃSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"ekonomista";"Starachowice";"261101";"m. Starachowice";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
33;;;"Józef CEPIL";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"ekonomista";"Brzostków";"260103";"gm. Nowy Korczyn";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
33;;;"Bogdan Józef CHABIK";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"emeryt";"Chęciny";"260403";"gm. Chęciny";"członek partii politycznej: Nowa Lewica";"";;;;
33;;;"Angelika Milena CHYB";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"architekt";"Kielce";"266101";"m. Kielce";"nie należy do partii politycznej";"";;;;
33;;;"Marcin CHŁODNICKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"samorządowiec";"Kielce";"266101";"m. Kielce";"członek partii politycznej: Nowa Lewica";"";;;;
33;;;"Michał Waldemar CICHY";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"politolog";"Otwock";"141702";"m. Otwock";"nie należy do partii politycznej";"";;;;
33;;;"Sebastian Marcin CICHY";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"ekonomista";"Kazimierza Wielka";"260303";"gm. Kazimierza Wielka";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
33;;;"Angelo CIECHOWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"przedsiębiorca";"Rosochy";"260604";"gm. Opatów";"nie należy do partii politycznej";"";;;;
33;;;"Michał CIEŚLAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"palamentarzysta";"Oblekoń";"260104";"gm. Pacanów";"członek partii politycznej: Partia Republikańska";"";;;;
33;;;"Karina Barbara CIOSK-KOMOROWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"przedsiębiorca";"Łączyn";"260202";"gm. Jędrzejów";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
33;;;"Jarosław Jan CYPS ALBO ZYPS";"KOMITET WYBORCZY NORMALNY KRAJ";"Mężczyzna";"przedsiębiorca";"Warszawa";"146511";"Targówek";"nie należy do partii politycznej";"";;;;
33;;;"Natalia Maria CZARNECKA";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Kobieta";"zarządzająca przedsiębiorstwem";"Ostrowiec Świętokrzyski";"260701";"m. Ostrowiec Świętokrzyski";"nie należy do partii politycznej";"";;;;
33;;;"Grażyna Beata DEKIEL";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel";"Kielce";"266101";"m. Kielce";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
33;;;"Bartłomiej DORYWALSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"radca prawny";"Włoszczowa";"261306";"gm. Włoszczowa";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
33;;;"Magdalena Katarzyna DUDA";"KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU";"Kobieta";"terapeuta uzależnień";"Mójcza";"260405";"gm. Daleszyce";"nie należy do partii politycznej";"";;;;
33;;;"Zdzisław Adam DUDA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"przedsiębiorca";"Kielce";"266101";"m. Kielce";"nie należy do partii politycznej";"";;;;
33;;;"Artur Maciej DUDEK";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"Mężczyzna";"zarządzający przedsiębiorstwem";"Ostrowiec Świętokrzyski";"260701";"m. Ostrowiec Świętokrzyski";"nie należy do partii politycznej";"";;;;
33;;;"Izabela Anna DULEWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"analityk biznesowy";"Miedziana Góra";"260410";"gm. Miedziana Góra";"nie należy do partii politycznej";"";;;;
33;;;"Małgorzata Lidia DUTKIEWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"ekonomista";"Bilcza";"260412";"gm. Morawica";"nie należy do partii politycznej";"";;;;
33;;;"Paulina Katarzyna DYBIEC";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"menedżer gastronomii";"Ostrowiec Świętokrzyski";"260701";"m. Ostrowiec Świętokrzyski";"nie należy do partii politycznej";"";;;;
33;;;"Justyna Maria DZIADEK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"muzealnik";"Stara Zagość";"260804";"gm. Pińczów";"nie należy do partii politycznej";"";;;;
33;;;"Jarosław DZIEDZICZAK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"geodeta";"Mąchocice Kapitulne";"260409";"gm. Masłów";"członek partii politycznej: Polska Jest Jedna";"";;;;
33;;;"Małgorzata DZIEDZICZAK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"inżynier technologii żywności";"Mąchocice Kapitulne";"260409";"gm. Masłów";"nie należy do partii politycznej";"";;;;
33;;;"Anna Magdalena DĄBROWSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"przedsiębiorca";"Kielce";"266101";"m. Kielce";"nie należy do partii politycznej";"";;;;
33;;;"Bogusława DŁUGOSZ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"ekonomistka";"Bartków";"260419";"gm. Zagnańsk";"członek partii politycznej: Nowa Lewica";"";;;;
33;;;"Katarzyna DŁUGOSZ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"położna";"Bartków";"260419";"gm. Zagnańsk";"członek partii politycznej: Nowa Lewica";"";;;;
33;;;"Michał Roman FELDMAN";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"przedsiębiorca";"Chęciny";"260403";"gm. Chęciny";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
33;;;"Jan Andrzej FERT";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Mężczyzna";"technik budowlany";"Kielce";"266101";"m. Kielce";"nie należy do partii politycznej";"";;;;
33;;;"Łukasz Piotr FLIS";"KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU";"Mężczyzna";"technolog żywienia";"Skarżysko-Kamienna";"261001";"m. Skarżysko-Kamienna";"nie należy do partii politycznej";"";;;;
33;;;"Marta Aldona FRYZIEL";"KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU";"Kobieta";"politolog";"Szewna";"260703";"gm. Bodzechów";"nie należy do partii politycznej";"";;;;
33;;;"Monika Katarzyna GAJEWSKA";"KOMITET WYBORCZY NORMALNY KRAJ";"Kobieta";"psycholog";"Starachowice";"261101";"m. Starachowice";"nie należy do partii politycznej";"";;;;
33;;;"Paweł GARBUZIK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"nauczyciel";"Kielce";"266101";"m. Kielce";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
33;;;"Andrzej Ryszard GARNCARZ";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"ekonomista";"Sandomierz";"260901";"m. Sandomierz";"nie należy do partii politycznej";"";;;;
33;;;"Michał Stanisław GAWEŁ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"pracownik biurowy";"Piekoszów";"260414";"gm. Piekoszów";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
33;;;"Sebastian Michał GAWEŁ";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"prawnik";"Bilcza";"260412";"gm. Morawica";"członek partii politycznej: Nowa Lewica";"";;;;
33;;;"Maciej GAWIN";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"przedstawiciel władzy samorządowej";"Busko-Zdrój";"260101";"gm. Busko-Zdrój";"nie należy do partii politycznej";"";;;;
33;;;"Katarzyna GAŁUSZKIEWICZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"księgowa";"Pawłów";"261104";"gm. Pawłów";"członek partii politycznej: Nowa Nadzieja";"";;;;
33;;;"Artur Daniel GIERADA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"politolog";"Kielce";"266101";"m. Kielce";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
33;;;"Roman Jacek GIERTYCH";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"adwokat";"Józefów";"141701";"m. Józefów";"nie należy do partii politycznej";"";;;;
33;;;"Mariusz Marek GOSEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł na Sejm RP";"Kielce";"266101";"m. Kielce";"członek partii politycznej: Suwerenna Polska";"";;;;
